laneID,tLinkID,time,speed,dis,RVID
79403,25,497.96,16.667,-1,379
79402,25,499.72,15,-1,380
79403,25,500.24,15,-1,381
79402,25,500.88,18.75,-1,382
79401,26,501.6,15,-1,383
79402,26,501.92,13.636,-1,384
79403,25,502.36,16.667,-1,385
79401,25,502.84,15,-1,386
79402,26,504.08,13.636,-1,387
79403,26,504.44,16.667,-1,388
79401,25,505.36,12.5,-1,389
79403,26,506.2,15,-1,390
79401,26,506.24,13.636,-1,391
79402,26,506.28,16.667,-1,392
79402,25,507.64,11.538,-1,393
79403,26,507.84,21.429,-1,394
79401,25,508.32,16.667,-1,395
79403,26,509.24,15,-1,396
79402,25,509.28,15,-1,397
79401,26,510.88,12.5,-1,398
79401,25,514.04,15,-1,399
79402,25,514.32,16.667,-1,400
79403,25,515.36,11.538,-1,401
79402,26,515.72,12.5,-1,402
79402,26,516.76,13.636,-1,403
79401,25,517.6,15,-1,404
79401,26,518.6,13.636,-1,405
79403,26,518.84,15,-1,406
79402,26,519.08,13.636,-1,407
79403,26,520.88,13.636,-1,408
79402,26,522.8,11.538,-1,409
79403,25,523.56,21.429,-1,410
79401,25,525.56,16.667,-1,411
79402,25,527.88,16.667,-1,412
79401,26,530.16,16.667,-1,413
79402,25,531.44,16.667,-1,414
79402,26,532.96,21.429,-1,415
79403,25,533.76,18.75,-1,416
79402,26,535.52,16.667,-1,417
79402,26,537.92,15,-1,418
79403,26,540.8,21.429,-1,419
79402,25,541.32,12.5,-1,420
79403,25,543.48,15,-1,421
79402,25,544.44,25,-1,422
79403,25,545.4,16.667,-1,423
79401,25,548.84,11.538,-1,424
79402,26,549.04,21.429,-1,425
79402,25,552.88,15,-1,426
79403,25,553.72,18.75,-1,427
79401,26,554.08,13.636,-1,428
79403,25,555.4,13.636,-1,429
79401,26,556.08,16.667,-1,430
79402,26,556.96,30,-1,431
79402,26,558.84,15,-1,432
79402,26,560.68,21.429,-1,433
79401,25,564.04,15,-1,434
79403,26,564.76,12.5,-1,435
79402,25,565.16,16.667,-1,436
79402,25,568.48,13.636,-1,437
79401,26,570.4,13.636,-1,438
79402,26,571.84,18.75,-1,439
79402,26,574.12,11.538,-1,440
79403,26,574.84,13.636,-1,441
79402,25,575.8,15,-1,442
79401,25,576,15,-1,443
79402,25,579.6,12.5,-1,444
79401,25,580.88,9.375,-1,445
79402,26,581.52,18.75,-1,446
79402,26,584.64,12.5,-1,447
79403,25,586.12,15,-1,448
79402,25,586.72,21.429,-1,449
79401,26,587.28,15,-1,450
79403,26,587.64,21.429,-1,451
79402,26,589.56,13.636,-1,452
79403,25,589.76,12.5,-1,453
79401,25,590.28,13.636,-1,454
79403,25,590.68,11.538,-1,455
79401,26,592.76,11.538,-1,456
79403,25,593.04,12.5,-1,457
79402,25,594.72,15,-1,458
79403,26,595.2,12.5,-1,459
79402,25,595.6,11.538,-1,460
79401,26,595.64,21.429,-1,461
79403,26,597.28,8.8235,-1,462
79401,26,597.48,16.667,-1,463
79402,25,597.72,16.667,-1,464
79402,26,600.28,13.636,-1,465
79401,25,600.6,18.75,-1,466
79403,26,601.28,15,-1,467
79402,26,602.28,16.667,-1,468
79403,25,603.88,15,-1,469
79401,26,604.64,21.429,-1,470
79401,25,608.68,25,-1,471
79402,26,609.96,18.75,-1,472
79402,26,612.2,15,-1,473
79403,26,612.6,18.75,-1,474
79403,25,613.16,21.429,-1,475
79403,25,615.08,12.5,-1,476
79402,25,617.08,13.636,-1,477
79402,26,619.08,12.5,-1,478
79402,25,620.56,18.75,-1,479
79402,26,621.72,15,-1,480
79403,26,622.96,12.5,-1,481
79402,25,623.8,15,-1,482
79401,25,624,12.5,-1,483
79402,26,624.68,8.8235,-1,484
79403,26,624.88,18.75,-1,485
79401,25,625.08,13.636,-1,486
79402,25,625.64,11.538,-1,487
79401,25,626.2,12.5,-1,488
79403,26,626.72,11.538,-1,489
79402,26,627.04,12.5,-1,490
79401,26,627.08,12.5,-1,491
79401,26,628.32,12.5,-1,492
79402,25,630.36,16.667,-1,493
79401,25,630.4,16.667,-1,494
79401,26,631.6,11.538,-1,495
79402,25,631.84,18.75,-1,496
79403,26,632.12,16.667,-1,497
79401,26,633.88,13.636,-1,498
79402,26,634.52,16.667,-1,499
79402,26,635.84,15,-1,500
79401,26,637.6,18.75,-1,501
79402,26,638.16,10,-1,502
79403,25,638.8,12.5,-1,503
79402,26,642.52,13.636,-1,504
79403,26,643.6,11.538,-1,505
79402,26,643.8,21.429,-1,506
79401,26,644.28,10.714,-1,507
79403,25,644.92,18.75,-1,508
79401,26,646.76,10,-1,509
79403,25,647.72,15,-1,510
79401,25,648.76,18.75,-1,511
79402,26,649.36,25,-1,512
79402,25,653.88,12.5,-1,513
79403,25,656.08,13.636,-1,514
79401,26,656.36,13.636,-1,515
79402,26,657.12,13.636,-1,516
79403,26,657.44,9.375,-1,517
79401,26,657.64,25,-1,518
79403,26,660.32,16.667,-1,519
79401,26,662.6,13.636,-1,520
79402,25,662.92,12.5,-1,521
79403,26,663.64,11.538,-1,522
79401,26,664.04,16.667,-1,523
79402,26,664.32,15,-1,524
79403,26,664.6,15,-1,525
79401,26,665,15,-1,526
79401,25,665.56,15,-1,527
79403,26,665.76,12.5,-1,528
79402,26,666,11.538,-1,529
79402,25,667.2,15,-1,530
79401,25,667.36,15,-1,531
79401,25,668.76,16.667,-1,532
79402,25,669,13.636,-1,533
79403,26,670.76,21.429,-1,534
79403,25,672.04,15,-1,535
79402,25,673.16,15,-1,536
79403,26,675.28,13.636,-1,537
79402,26,675.52,13.636,-1,538
79401,25,676.76,15,-1,539
79403,26,678.56,15,-1,540
79402,25,678.8,12.5,-1,541
79401,25,679.96,15,-1,542
79402,26,680.88,12.5,-1,543
79403,26,681.04,37.5,-1,544
79402,25,682.08,16.667,-1,545
79403,26,682.4,18.75,-1,546
79402,25,683.08,25,-1,547
79402,25,686.04,16.667,-1,548
79401,26,686.28,15,-1,549
79403,26,687.96,21.429,-1,550
79402,26,688.68,16.667,-1,551
79402,26,689.84,16.667,-1,552
79403,26,689.96,12.5,-1,553
79402,26,691.8,16.667,-1,554
79401,25,692.32,13.636,-1,555
79403,25,693.2,15,-1,556
79402,25,693.4,16.667,-1,557
79401,25,695.44,15,-1,558
79403,25,695.72,12.5,-1,559
79402,25,697.56,13.636,-1,560
79403,25,698,16.667,-1,561
79401,26,698.76,16.667,-1,562
79403,26,699.68,21.429,-1,563
79402,25,700.16,18.75,-1,564
79401,26,701.6,16.667,-1,565
79402,26,708.8,13.636,-1,566
79403,25,709.12,15,-1,567
79402,25,713.72,13.636,-1,568
79403,25,714,10.714,-1,569
79402,26,714.76,15,-1,570
79401,25,716.96,13.636,-1,571
79402,25,717.92,16.667,-1,572
79402,26,718.76,15,-1,573
79402,25,720.68,16.667,-1,574
79403,26,721.32,12.5,-1,575
79402,26,722.12,15,-1,576
79401,25,723.04,13.636,-1,577
79402,26,723.8,13.636,-1,578
79401,26,725,13.636,-1,579
79403,25,726.08,15,-1,580
79402,25,726.96,16.667,-1,581
79403,26,727.4,15,-1,582
79402,25,728.04,25,-1,583
79401,26,728.24,11.538,-1,584
79402,25,729.36,13.636,-1,585
79401,25,730.56,15,-1,586
79403,25,731.04,11.538,-1,587
79402,25,732.4,18.75,-1,588
79401,26,733.48,8.8235,-1,589
79402,26,733.68,25,-1,590
79403,26,733.92,15,-1,591
79402,25,735.44,18.75,-1,592
79403,25,737.04,15,-1,593
79402,26,738.68,15,-1,594
79401,25,740.48,15,-1,595
79403,26,740.8,18.75,-1,596
79402,26,741.6,18.75,-1,597
79403,26,744.04,18.75,-1,598
79402,25,745.08,16.667,-1,599
79402,25,748.64,21.429,-1,600
79403,25,749.24,16.667,-1,601
79403,26,750.64,15,-1,602
79402,25,751.28,15,-1,603
79402,26,755.16,13.636,-1,604
79403,26,756.8,11.538,-1,605
79403,25,759.88,21.429,-1,606
79401,26,760.6,15,-1,607
79402,26,760.88,16.667,-1,608
79403,25,761.92,21.429,-1,609
79402,26,762.52,16.667,-1,610
79401,25,762.8,21.429,-1,611
79403,26,763.52,16.667,-1,612
79402,26,765.88,21.429,-1,613
79403,26,766.12,15,-1,614
79402,25,767.64,15,-1,615
79401,25,768.64,13.636,-1,616
79403,25,769.4,13.636,-1,617
79401,25,770.44,11.538,-1,618
79402,25,770.64,21.429,-1,619
79403,25,771.16,11.538,-1,620
79403,26,772.92,9.375,-1,621
79402,26,773.44,16.667,-1,622
79401,25,774.24,16.667,-1,623
79403,25,774.68,16.667,-1,624
79402,26,775.48,12.5,-1,625
79403,25,776.28,21.429,-1,626
79401,25,776.92,15,-1,627
79402,25,778.24,15,-1,628
79403,26,778.44,16.667,-1,629
79402,26,780.28,25,-1,630
79401,25,780.48,30,-1,631
79402,25,782.96,13.636,-1,632
79403,26,783.28,16.667,-1,633
79402,25,788.76,13.636,-1,634
79401,26,790.6,16.667,-1,635
79403,26,791.12,15,-1,636
79401,25,792.56,16.667,-1,637
79403,25,794.84,16.667,-1,638
79402,25,795.36,21.429,-1,639
79402,26,796.32,21.429,-1,640
79403,25,797.6,21.429,-1,641
79402,25,799.2,15,-1,642
79402,26,801.36,12.5,-1,643
79402,25,802.48,18.75,-1,644
79401,26,803,13.636,-1,645
79402,25,804.88,18.75,-1,646
79401,26,805.96,30,-1,647
79402,25,806.24,13.636,-1,648
79403,25,806.48,16.667,-1,649
79401,26,808.52,15,-1,650
79403,26,809.8,13.636,-1,651
79401,25,810.88,18.75,-1,652
79402,25,811.96,15,-1,653
79401,25,812.84,15,-1,654
79403,25,813.48,9.375,-1,655
79402,25,815.08,15,-1,656
79401,25,815.6,13.636,-1,657
79403,25,815.72,12.5,-1,658
79403,26,817.36,11.538,-1,659
79402,26,817.64,15,-1,660
79402,26,821.12,16.667,-1,661
79403,25,821.64,15,-1,662
79403,26,823.92,12.5,-1,663
79402,25,825.44,16.667,-1,664
79403,25,826,12.5,-1,665
79401,26,826.36,12.5,-1,666
79403,25,827.84,18.75,-1,667
79401,25,828.24,12.5,-1,668
79403,25,832.52,13.636,-1,669
79401,25,832.76,18.75,-1,670
79403,25,833.8,18.75,-1,671
79401,25,834.2,11.538,-1,672
79402,25,834.4,30,-1,673
79402,25,836.52,16.667,-1,674
79403,25,837.64,25,-1,675
79401,26,838.6,21.429,-1,676
79402,25,840.68,30,-1,677
79403,26,841.08,18.75,-1,678
79401,25,841.44,25,-1,679
79403,26,849.92,16.667,-1,680
79402,25,851.44,21.429,-1,681
79403,25,853.2,16.667,-1,682
79401,26,853.44,13.636,-1,683
79402,25,853.92,11.538,-1,684
79401,25,855.32,16.667,-1,685
79401,26,856.44,15,-1,686
79401,25,857.4,11.538,-1,687
79402,25,858.92,16.667,-1,688
79403,25,859.56,18.75,-1,689
79401,26,860.64,15,-1,690
79403,26,860.8,15,-1,691
79402,25,861.2,15,-1,692
79401,25,861.6,21.429,-1,693
79403,25,862.56,16.667,-1,694
79401,26,864.48,18.75,-1,695
79402,25,865.12,13.636,-1,696
79401,26,865.64,13.636,-1,697
79403,25,865.76,12.5,-1,698
79401,25,868.24,18.75,-1,699
79401,26,870.52,11.538,-1,700
79402,25,870.96,12.5,-1,701
79401,25,871.64,15,-1,702
79401,25,873.04,18.75,-1,703
79401,25,874.56,13.636,-1,704
79403,26,874.84,16.667,-1,705
79402,25,875.4,18.75,-1,706
79403,25,876,18.75,-1,707
79403,26,877.64,12.5,-1,708
79402,26,877.88,12.5,-1,709
79401,26,879.32,11.538,-1,710
79403,25,881.24,11.538,-1,711
79402,26,881.64,10.714,-1,712
79403,26,883.04,15,-1,713
79403,26,883.96,13.636,-1,714
79402,26,885,15,-1,715
79402,26,885.96,12.5,-1,716
79401,25,886.32,11.538,-1,717
79402,26,887.28,12.5,-1,718
79403,26,887.92,12.5,-1,719
79402,26,888.64,21.429,-1,720
79401,25,889.44,12.5,-1,721
79403,26,890.4,15,-1,722
79401,25,891.12,9.375,-1,723
79402,25,891.36,16.667,-1,724
79403,25,892.44,13.636,-1,725
79401,26,894.72,9.375,-1,726
79403,26,894.88,21.429,-1,727
79401,25,895.76,15,-1,728
79403,26,896,15,-1,729
79402,25,896.76,13.636,-1,730
79403,25,898.04,16.667,-1,731
79403,26,898.92,15,-1,732
79401,26,899.44,18.75,-1,733
79402,25,899.88,13.636,-1,734
79403,26,900.36,11.538,-1,735
79403,25,903.4,13.636,-1,736
79402,25,904.36,15,-1,737
79401,26,916.28,13.636,-1,738
79401,26,920.88,15,-1,739
79402,25,925.24,21.429,-1,740
79402,25,929.12,25,-1,741
79401,26,929.24,18.75,-1,742
79403,26,929.92,18.75,-1,743
79403,26,931.52,16.667,-1,744
79401,25,932.64,18.75,-1,745
79402,26,933.12,25,-1,746
79402,25,934.68,21.429,-1,747
79403,25,935.16,21.429,-1,748
79401,26,937.76,15,-1,749
79403,25,940.08,18.75,-1,750
79402,26,941.28,16.667,-1,751
79403,26,941.56,13.636,-1,752
79403,25,942.6,15,-1,753
79402,26,944.44,37.5,-1,754
79401,25,945.28,13.636,-1,755
79402,26,946.28,30,-1,756
79402,26,948.32,21.429,-1,757
79403,25,949.04,18.75,-1,758
79402,25,949.84,37.5,-1,759
79401,25,949.88,18.75,-1,760
79402,25,951.6,30,-1,761
79403,26,953.56,15,-1,762
79403,26,955.48,13.636,-1,763
79401,25,956,25,-1,764
79402,26,957.52,18.75,-1,765
79403,26,958.52,18.75,-1,766
79402,25,958.8,12.5,-1,767
79401,26,959.12,18.75,-1,768
79402,26,960.4,16.667,-1,769
79402,26,961.52,16.667,-1,770
79403,26,962.56,25,-1,771
79402,25,963.52,18.75,-1,772
79401,25,963.72,21.429,-1,773
79403,26,965.08,16.667,-1,774
