laneID,tLinkID,time,speed,dis
34711,162,501.6,15,-1
34712,162,501.92,13.636,-1
34713,162,502.36,16.667,-1
34711,162,502.84,15,-1
34712,162,504.08,13.636,-1
34713,162,504.44,16.667,-1
34711,162,505.36,12.5,-1
34713,162,506.2,15,-1
34711,162,506.24,13.636,-1
34712,162,506.28,16.667,-1
34712,162,507.64,11.538,-1
34713,162,507.84,21.429,-1
34711,162,508.32,16.667,-1
34713,162,509.24,15,-1
34712,162,509.28,15,-1
34711,162,510.88,12.5,-1
34711,162,514.04,15,-1
34712,162,514.32,16.667,-1
34713,162,515.36,11.538,-1
34712,162,515.72,12.5,-1
34712,162,516.76,13.636,-1
34711,162,517.6,15,-1
34711,162,518.6,13.636,-1
34713,162,518.84,15,-1
34712,162,519.08,13.636,-1
34713,162,520.88,13.636,-1
34712,162,522.8,11.538,-1
34713,162,523.56,21.429,-1
34711,162,525.56,16.667,-1
34712,162,527.88,16.667,-1
34711,162,530.16,16.667,-1
34712,162,531.44,16.667,-1
34712,162,532.96,21.429,-1
34713,162,533.76,18.75,-1
34712,162,535.52,16.667,-1
34712,162,537.92,15,-1
34713,162,540.8,21.429,-1
34712,162,541.32,12.5,-1
34713,162,543.48,15,-1
34712,162,544.44,25,-1
34713,162,545.4,16.667,-1
34711,162,548.84,11.538,-1
34712,162,549.04,21.429,-1
34712,162,552.88,15,-1
34713,162,553.72,18.75,-1
34711,162,554.08,13.636,-1
34713,162,555.4,13.636,-1
34711,162,556.08,16.667,-1
34712,162,556.96,30,-1
34712,162,558.84,15,-1
34712,162,560.68,21.429,-1
34711,162,564.04,15,-1
34713,162,564.76,12.5,-1
34712,162,565.16,16.667,-1
34712,162,568.48,13.636,-1
34711,162,570.4,13.636,-1
34712,162,571.84,18.75,-1
34712,162,574.12,11.538,-1
34713,162,574.84,13.636,-1
34712,162,575.8,15,-1
34711,162,576,15,-1
34712,162,579.6,12.5,-1
34711,162,580.88,9.375,-1
34712,162,581.52,18.75,-1
34712,162,584.64,12.5,-1
34713,162,586.12,15,-1
34712,162,586.72,21.429,-1
34711,162,587.28,15,-1
34713,162,587.64,21.429,-1
34712,162,589.56,13.636,-1
34713,162,589.76,12.5,-1
34711,162,590.28,13.636,-1
34713,162,590.68,11.538,-1
34711,162,592.76,11.538,-1
34713,162,593.04,12.5,-1
34712,162,594.72,15,-1
34713,162,595.2,12.5,-1
34712,162,595.6,11.538,-1
34711,162,595.64,21.429,-1
34713,162,597.28,8.8235,-1
34711,162,597.48,16.667,-1
34712,162,597.72,16.667,-1
34712,162,600.28,13.636,-1
34711,162,600.6,18.75,-1
34713,162,601.28,15,-1
34712,162,602.28,16.667,-1
34713,162,603.88,15,-1
34711,162,604.64,21.429,-1
34711,162,608.68,25,-1
34712,162,609.96,18.75,-1
34712,162,612.2,15,-1
34713,162,612.6,18.75,-1
34713,162,613.16,21.429,-1
34713,162,615.08,12.5,-1
34712,162,617.08,13.636,-1
34712,162,619.08,12.5,-1
34712,162,620.56,18.75,-1
34712,162,621.72,15,-1
34713,162,622.96,12.5,-1
34712,162,623.8,15,-1
34711,162,624,12.5,-1
34712,162,624.68,8.8235,-1
34713,162,624.88,18.75,-1
34711,162,625.08,13.636,-1
34712,162,625.64,11.538,-1
34711,162,626.2,12.5,-1
34713,162,626.72,11.538,-1
34712,162,627.04,12.5,-1
34711,162,627.08,12.5,-1
34711,162,628.32,12.5,-1
34712,162,630.36,16.667,-1
34711,162,630.4,16.667,-1
34711,162,631.6,11.538,-1
34712,162,631.84,18.75,-1
34713,162,632.12,16.667,-1
34711,162,633.88,13.636,-1
34712,162,634.52,16.667,-1
34712,162,635.84,15,-1
34711,162,637.6,18.75,-1
34712,162,638.16,10,-1
34713,162,638.8,12.5,-1
34712,162,642.52,13.636,-1
34713,162,643.6,11.538,-1
34712,162,643.8,21.429,-1
34711,162,644.28,10.714,-1
34713,162,644.92,18.75,-1
34711,162,646.76,10,-1
34713,162,647.72,15,-1
34711,162,648.76,18.75,-1
34712,162,649.36,25,-1
34712,162,653.88,12.5,-1
34713,162,656.08,13.636,-1
34711,162,656.36,13.636,-1
34712,162,657.12,13.636,-1
34713,162,657.44,9.375,-1
34711,162,657.64,25,-1
34713,162,660.32,16.667,-1
34711,162,662.6,13.636,-1
34712,162,662.92,12.5,-1
34713,162,663.64,11.538,-1
34711,162,664.04,16.667,-1
34712,162,664.32,15,-1
34713,162,664.6,15,-1
34711,162,665,15,-1
34711,162,665.56,15,-1
34713,162,665.76,12.5,-1
34712,162,666,11.538,-1
34712,162,667.2,15,-1
34711,162,667.36,15,-1
34711,162,668.76,16.667,-1
34712,162,669,13.636,-1
34713,162,670.76,21.429,-1
34713,162,672.04,15,-1
34712,162,673.16,15,-1
34713,162,675.28,13.636,-1
34712,162,675.52,13.636,-1
34711,162,676.76,15,-1
34713,162,678.56,15,-1
34712,162,678.8,12.5,-1
34711,162,679.96,15,-1
34712,162,680.88,12.5,-1
34713,162,681.04,37.5,-1
34712,162,682.08,16.667,-1
34713,162,682.4,18.75,-1
34712,162,683.08,25,-1
34712,162,686.04,16.667,-1
34711,162,686.28,15,-1
34713,162,687.96,21.429,-1
34712,162,688.68,16.667,-1
34712,162,689.84,16.667,-1
34713,162,689.96,12.5,-1
34712,162,691.8,16.667,-1
34711,162,692.32,13.636,-1
34713,162,693.2,15,-1
34712,162,693.4,16.667,-1
34711,162,695.44,15,-1
34713,162,695.72,12.5,-1
34712,162,697.56,13.636,-1
34713,162,698,16.667,-1
34711,162,698.76,16.667,-1
34713,162,699.68,21.429,-1
34712,162,700.16,18.75,-1
34711,162,701.6,16.667,-1
34712,162,708.8,13.636,-1
34713,162,709.12,15,-1
34712,162,713.72,13.636,-1
34713,162,714,10.714,-1
34712,162,714.76,15,-1
34711,162,716.96,13.636,-1
34712,162,717.92,16.667,-1
34712,162,718.76,15,-1
34712,162,720.68,16.667,-1
34713,162,721.32,12.5,-1
34712,162,722.12,15,-1
34711,162,723.04,13.636,-1
34712,162,723.8,13.636,-1
34711,162,725,13.636,-1
34713,162,726.08,15,-1
34712,162,726.96,16.667,-1
34713,162,727.4,15,-1
34712,162,728.04,25,-1
34711,162,728.24,11.538,-1
34712,162,729.36,13.636,-1
34711,162,730.56,15,-1
34713,162,731.04,11.538,-1
34712,162,732.4,18.75,-1
34711,162,733.48,8.8235,-1
34712,162,733.68,25,-1
34713,162,733.92,15,-1
34712,162,735.44,18.75,-1
34713,162,737.04,15,-1
34712,162,738.68,15,-1
34711,162,740.48,15,-1
34713,162,740.8,18.75,-1
34712,162,741.6,18.75,-1
34713,162,744.04,18.75,-1
34712,162,745.08,16.667,-1
34712,162,748.64,21.429,-1
34713,162,749.24,16.667,-1
34713,162,750.64,15,-1
34712,162,751.28,15,-1
34712,162,755.16,13.636,-1
34713,162,756.8,11.538,-1
34713,162,759.88,21.429,-1
34711,162,760.6,15,-1
34712,162,760.88,16.667,-1
34713,162,761.92,21.429,-1
34712,162,762.52,16.667,-1
34711,162,762.8,21.429,-1
34713,162,763.52,16.667,-1
34712,162,765.88,21.429,-1
34713,162,766.12,15,-1
34712,162,767.64,15,-1
34711,162,768.64,13.636,-1
34713,162,769.4,13.636,-1
34711,162,770.44,11.538,-1
34712,162,770.64,21.429,-1
34713,162,771.16,11.538,-1
34713,162,772.92,9.375,-1
34712,162,773.44,16.667,-1
34711,162,774.24,16.667,-1
34713,162,774.68,16.667,-1
34712,162,775.48,12.5,-1
34713,162,776.28,21.429,-1
34711,162,776.92,15,-1
34712,162,778.24,15,-1
34713,162,778.44,16.667,-1
34712,162,780.28,25,-1
34711,162,780.48,30,-1
34712,162,782.96,13.636,-1
34713,162,783.28,16.667,-1
34712,162,788.76,13.636,-1
34711,162,790.6,16.667,-1
34713,162,791.12,15,-1
34711,162,792.56,16.667,-1
34713,162,794.84,16.667,-1
34712,162,795.36,21.429,-1
34712,162,796.32,21.429,-1
34713,162,797.6,21.429,-1
34712,162,799.2,15,-1
34712,162,801.36,12.5,-1
34712,162,802.48,18.75,-1
34711,162,803,13.636,-1
34712,162,804.88,18.75,-1
34711,162,805.96,30,-1
34712,162,806.24,13.636,-1
34713,162,806.48,16.667,-1
34711,162,808.52,15,-1
34713,162,809.8,13.636,-1
34711,162,810.88,18.75,-1
34712,162,811.96,15,-1
34711,162,812.84,15,-1
34713,162,813.48,9.375,-1
34712,162,815.08,15,-1
34711,162,815.6,13.636,-1
34713,162,815.72,12.5,-1
34713,162,817.36,11.538,-1
34712,162,817.64,15,-1
34712,162,821.12,16.667,-1
34713,162,821.64,15,-1
34713,162,823.92,12.5,-1
34712,162,825.44,16.667,-1
34713,162,826,12.5,-1
34711,162,826.36,12.5,-1
34713,162,827.84,18.75,-1
34711,162,828.24,12.5,-1
34713,162,832.52,13.636,-1
34711,162,832.76,18.75,-1
34713,162,833.8,18.75,-1
34711,162,834.2,11.538,-1
34712,162,834.4,30,-1
34712,162,836.52,16.667,-1
34713,162,837.64,25,-1
34711,162,838.6,21.429,-1
34712,162,840.68,30,-1
34713,162,841.08,18.75,-1
34711,162,841.44,25,-1
34713,162,849.92,16.667,-1
34712,162,851.44,21.429,-1
34713,162,853.2,16.667,-1
34711,162,853.44,13.636,-1
34712,162,853.92,11.538,-1
34711,162,855.32,16.667,-1
34711,162,856.44,15,-1
34711,162,857.4,11.538,-1
34712,162,858.92,16.667,-1
34713,162,859.56,18.75,-1
34711,162,860.64,15,-1
34713,162,860.8,15,-1
34712,162,861.2,15,-1
34711,162,861.6,21.429,-1
34713,162,862.56,16.667,-1
34711,162,864.48,18.75,-1
34712,162,865.12,13.636,-1
34711,162,865.64,13.636,-1
34713,162,865.76,12.5,-1
34711,162,868.24,18.75,-1
34711,162,870.52,11.538,-1
34712,162,870.96,12.5,-1
34711,162,871.64,15,-1
34711,162,873.04,18.75,-1
34711,162,874.56,13.636,-1
34713,162,874.84,16.667,-1
34712,162,875.4,18.75,-1
34713,162,876,18.75,-1
34713,162,877.64,12.5,-1
34712,162,877.88,12.5,-1
34711,162,879.32,11.538,-1
34713,162,881.24,11.538,-1
34712,162,881.64,10.714,-1
34713,162,883.04,15,-1
34713,162,883.96,13.636,-1
34712,162,885,15,-1
34712,162,885.96,12.5,-1
34711,162,886.32,11.538,-1
34712,162,887.28,12.5,-1
34713,162,887.92,12.5,-1
34712,162,888.64,21.429,-1
34711,162,889.44,12.5,-1
34713,162,890.4,15,-1
34711,162,891.12,9.375,-1
34712,162,891.36,16.667,-1
34713,162,892.44,13.636,-1
34711,162,894.72,9.375,-1
34713,162,894.88,21.429,-1
34711,162,895.76,15,-1
34713,162,896,15,-1
34712,162,896.76,13.636,-1
34713,162,898.04,16.667,-1
34713,162,898.92,15,-1
34711,162,899.44,18.75,-1
34712,162,899.88,13.636,-1
34713,162,900.36,11.538,-1
34713,162,903.4,13.636,-1
34712,162,904.36,15,-1
34711,162,916.28,13.636,-1
34711,162,920.88,15,-1
34712,162,925.24,21.429,-1
34712,162,929.12,25,-1
34711,162,929.24,18.75,-1
34713,162,929.92,18.75,-1
34713,162,931.52,16.667,-1
34711,162,932.64,18.75,-1
34712,162,933.12,25,-1
34712,162,934.68,21.429,-1
34713,162,935.16,21.429,-1
34711,162,937.76,15,-1
34713,162,940.08,18.75,-1
34712,162,941.28,16.667,-1
34713,162,941.56,13.636,-1
34713,162,942.6,15,-1
34712,162,944.44,37.5,-1
34711,162,945.28,13.636,-1
34712,162,946.28,30,-1
34712,162,948.32,21.429,-1
34713,162,949.04,18.75,-1
34712,162,949.84,37.5,-1
34711,162,949.88,18.75,-1
34712,162,951.6,30,-1
34713,162,953.56,15,-1
34713,162,955.48,13.636,-1
34711,162,956,25,-1
34712,162,957.52,18.75,-1
34713,162,958.52,18.75,-1
34712,162,958.8,12.5,-1
34711,162,959.12,18.75,-1
34712,162,960.4,16.667,-1
34712,162,961.52,16.667,-1
34713,162,962.56,25,-1
34712,162,963.52,18.75,-1
34711,162,963.72,21.429,-1
34713,162,965.08,16.667,-1
34712,162,965.12,15,-1
34711,162,965.16,18.75,-1
34712,162,966.48,15,-1
34713,162,966.72,13.636,-1
34711,162,966.84,30,-1
34711,162,968.8,21.429,-1
34712,162,970.04,16.667,-1
34713,162,970.68,10,-1
34711,162,971.68,18.75,-1
34713,162,971.96,30,-1
34712,162,972.44,25,-1
34713,162,973.16,21.429,-1
34713,162,976.04,25,-1
34712,162,976.84,11.538,-1
34712,162,979.96,13.636,-1
34713,162,980.16,30,-1
34711,162,980.4,13.636,-1
34713,162,981,12.5,-1
34713,162,981.84,12.5,-1
34713,162,982.64,11.538,-1
34711,162,983.12,12.5,-1
34712,162,983.4,13.636,-1
34713,162,983.68,12.5,-1
34712,162,984.84,16.667,-1
34713,162,985.28,10,-1
34711,162,985.52,37.5,-1
34712,162,985.84,21.429,-1
34712,162,986.88,16.667,-1
34711,162,987.32,25,-1
34713,162,987.52,21.429,-1
34712,162,988,18.75,-1
34712,162,988.96,15,-1
34712,162,990.08,18.75,-1
34713,162,990.8,15,-1
34712,162,992.12,16.667,-1
34711,162,993.28,16.667,-1
34713,162,993.52,16.667,-1
34712,162,994.76,18.75,-1
34711,162,995,21.429,-1
34713,162,995.24,15,-1
34712,162,996.16,30,-1
34712,162,996.8,16.667,-1
34711,162,997.04,15,-1
34712,162,997.4,16.667,-1
34713,162,997.84,15,-1
34712,162,999.16,30,-1
34711,162,1000.76,30,-1
34713,162,1001.84,15,-1
34711,162,1002.08,15,-1
34712,162,1002.24,13.636,-1
34712,162,1004.68,18.75,-1
34713,162,1005.2,18.75,-1
34711,162,1006.08,15,-1
34713,162,1007.88,18.75,-1
34712,162,1007.92,15,-1
34711,162,1008.68,9.375,-1
34713,162,1008.96,37.5,-1
34712,162,1009.2,18.75,-1
34713,162,1010.4,21.429,-1
34712,162,1010.88,15,-1
34712,162,1012.96,25,-1
34713,162,1013.48,18.75,-1
34712,162,1014.44,21.429,-1
34713,162,1014.8,15,-1
34711,162,1015.08,16.667,-1
34712,162,1015.68,21.429,-1
34711,162,1016.8,16.667,-1
34713,162,1017.08,9.375,-1
34712,162,1019.6,13.636,-1
34712,162,1020.76,12.5,-1
34713,162,1021.04,16.667,-1
34712,162,1022,15,-1
34711,162,1022.32,18.75,-1
34713,162,1022.96,15,-1
34712,162,1023.12,15,-1
34711,162,1023.96,13.636,-1
34713,162,1024.48,13.636,-1
34712,162,1026.16,16.667,-1
34713,162,1026.76,25,-1
34712,162,1027.4,21.429,-1
34711,162,1028.56,21.429,-1
34713,162,1033.4,18.75,-1
34711,162,1035.36,18.75,-1
34712,162,1037.68,21.429,-1
34711,162,1040.08,18.75,-1
34713,162,1041.56,25,-1
34712,162,1041.76,18.75,-1
34713,162,1043.24,18.75,-1
34713,162,1045.48,30,-1
34712,162,1046.88,18.75,-1
34711,162,1047.56,15,-1
34713,162,1048.44,21.429,-1
34712,162,1049.32,18.75,-1
34712,162,1053.08,18.75,-1
34713,162,1055.32,12.5,-1
34711,162,1058.28,37.5,-1
34712,162,1059,30,-1
34713,162,1059.08,18.75,-1
34711,162,1064.36,21.429,-1
34712,162,1064.56,21.429,-1
34713,162,1065.8,30,-1
34713,162,1067.08,15,-1
34711,162,1067.6,18.75,-1
34712,162,1068.2,12.5,-1
34713,162,1068.68,12.5,-1
34713,162,1069.4,12.5,-1
34712,162,1070.16,11.538,-1
34713,162,1070.64,15,-1
34713,162,1072.32,15,-1
34712,162,1072.64,15,-1
34713,162,1074.28,18.75,-1
34711,162,1076.44,16.667,-1
34711,162,1078,25,-1
34712,162,1078.28,30,-1
34713,162,1078.76,18.75,-1
34712,162,1079.04,21.429,-1
34712,162,1081.72,21.429,-1
34713,162,1082.48,18.75,-1
34713,162,1087.12,15,-1
34712,162,1087.44,13.636,-1
34712,162,1089.6,13.636,-1
34711,162,1090,18.75,-1
34712,162,1091.64,18.75,-1
34711,162,1091.92,12.5,-1
34713,162,1092.84,13.636,-1
34711,162,1093.8,13.636,-1
34712,162,1094.16,15,-1
34713,162,1094.84,15,-1
34712,162,1097.92,21.429,-1
34713,162,1098.12,21.429,-1
34713,162,1100.4,21.429,-1
34712,162,1101.4,13.636,-1
34711,162,1101.92,15,-1
34712,162,1103.24,18.75,-1
34713,162,1103.96,16.667,-1
34711,162,1104.52,16.667,-1
34713,162,1105.48,18.75,-1
34713,162,1106.84,8.8235,-1
34711,162,1107,10.714,-1
34713,162,1107.96,15,-1
34712,162,1108.44,16.667,-1
34711,162,1108.76,16.667,-1
34713,162,1108.92,10.714,-1
34712,162,1110.52,15,-1
34711,162,1111.16,13.636,-1
34713,162,1112,15,-1
34712,162,1112.28,18.75,-1
34713,162,1113.72,15,-1
34712,162,1114.6,12.5,-1
34713,162,1115.44,21.429,-1
34712,162,1116.32,13.636,-1
34712,162,1118,15,-1
34712,162,1119.08,16.667,-1
34712,162,1119.96,13.636,-1
34711,162,1120.28,16.667,-1
34713,162,1120.88,16.667,-1
34711,162,1121.72,18.75,-1
34713,162,1121.84,16.667,-1
34712,162,1123.2,15,-1
34711,162,1123.76,16.667,-1
34713,162,1124.44,15,-1
34711,162,1124.88,11.538,-1
34712,162,1125.08,21.429,-1
34713,162,1125.92,16.667,-1
34712,162,1127.44,18.75,-1
34711,162,1129.92,13.636,-1
34713,162,1130.6,18.75,-1
34712,162,1131.36,18.75,-1
34711,162,1131.56,18.75,-1
34713,162,1131.96,18.75,-1
34712,162,1133.68,30,-1
34711,162,1134.64,21.429,-1
34712,162,1135.12,12.5,-1
34713,162,1135.28,21.429,-1
34712,162,1136.4,21.429,-1
34711,162,1136.6,13.636,-1
34712,162,1138.28,12.5,-1
34711,162,1138.52,13.636,-1
34713,162,1139.2,15,-1
34712,162,1140.68,13.636,-1
34713,162,1142.52,15,-1
34712,162,1142.8,13.636,-1
34711,162,1143.08,13.636,-1
34712,162,1145.16,15,-1
34711,162,1146.24,13.636,-1
34712,162,1146.68,15,-1
34712,162,1147.84,18.75,-1
34713,162,1148.28,11.538,-1
34712,162,1148.96,25,-1
34711,162,1150.28,25,-1
34712,162,1150.96,18.75,-1
34712,162,1152.08,12.5,-1
34713,162,1152.36,13.636,-1
34712,162,1154,11.538,-1
34711,162,1155.2,12.5,-1
34713,162,1155.52,13.636,-1
34712,162,1156.96,25,-1
34711,162,1157.2,18.75,-1
34713,162,1159,16.667,-1
34711,162,1165.04,13.636,-1
34711,162,1167.44,18.75,-1
34712,162,1167.88,13.636,-1
34712,162,1169.48,13.636,-1
34712,162,1173.72,15,-1
34711,162,1173.76,15,-1
34713,162,1174.56,21.429,-1
34711,162,1177.04,18.75,-1
34712,162,1177.72,21.429,-1
34713,162,1177.92,18.75,-1
34713,162,1186.12,21.429,-1
34712,162,1186.32,12.5,-1
34713,162,1190.2,16.667,-1
34711,162,1191.24,18.75,-1
34712,162,1195.52,16.667,-1
34713,162,1196.6,15,-1
34712,162,1198.12,18.75,-1
34713,162,1200.52,13.636,-1
34712,162,1202.24,18.75,-1
34711,162,1203.6,16.667,-1
34713,162,1203.8,13.636,-1
34711,162,1204.56,13.636,-1
34713,162,1205.04,15,-1
34711,162,1205.92,16.667,-1
34712,162,1206.68,11.538,-1
34711,162,1207.12,13.636,-1
34712,162,1209.4,13.636,-1
34713,162,1209.68,16.667,-1
34711,162,1210.16,15,-1
34713,162,1216.04,15,-1
34712,162,1216.24,15,-1
34711,162,1216.44,11.538,-1
34712,162,1218.16,30,-1
34711,162,1218.4,25,-1
34711,162,1221.2,21.429,-1
34711,162,1224.48,16.667,-1
34711,162,1224.68,37.5,-1
34712,162,1229.2,37.5,-1
34713,162,1229.52,16.667,-1
34711,162,1230.88,16.667,-1
34712,162,1231.12,10,-1
34713,162,1231.32,50,-1
34711,162,1231.68,18.75,-1
34713,162,1232.56,25,-1
34711,162,1234.32,15,-1
34712,162,1235.36,15,-1
34711,162,1235.52,12.5,-1
34713,162,1236.52,15,-1
34712,162,1237.36,18.75,-1
34713,162,1239.28,18.75,-1
34712,162,1240.72,8.8235,-1
34713,162,1240.96,18.75,-1
34711,162,1241.08,21.429,-1
34712,162,1241.6,16.667,-1
34711,162,1242.16,25,-1
34713,162,1243.04,18.75,-1
34712,162,1244.28,10.714,-1
34713,162,1244.48,18.75,-1
34711,162,1245.8,25,-1
34711,162,1246.36,16.667,-1
34713,162,1246.84,10.714,-1
34712,162,1247.88,12.5,-1
34713,162,1248.12,10,-1
34711,162,1248.28,21.429,-1
34713,162,1249.72,13.636,-1
34712,162,1249.88,16.667,-1
34711,162,1250.08,30,-1
34712,162,1251.08,13.636,-1
34712,162,1252.64,16.667,-1
34713,162,1254.2,21.429,-1
34713,162,1254.36,50,-1
34712,162,1256.84,16.667,-1
34711,162,1257.8,18.75,-1
34712,162,1260.2,15,-1
34712,162,1263.68,18.75,-1
34711,162,1264.88,21.429,-1
34713,162,1265,21.429,-1
34712,162,1266.08,12.5,-1
34712,162,1267.44,15,-1
34713,162,1267.56,25,-1
34712,162,1270.16,13.636,-1
34711,162,1270.64,30,-1
34711,162,1272.48,18.75,-1
34712,162,1273.6,15,-1
34711,162,1274.72,16.667,-1
34712,162,1276.16,30,-1
34713,162,1278.88,15,-1
34712,162,1280.24,16.667,-1
34711,162,1282.28,25,-1
34713,162,1284.16,16.667,-1
34713,162,1288.28,18.75,-1
34711,162,1288.6,16.667,-1
34712,162,1291.28,15,-1
34713,162,1292,18.75,-1
34711,162,1294.64,18.75,-1
34712,162,1295.52,18.75,-1
34711,162,1295.68,30,-1
34713,162,1297.48,16.667,-1
34712,162,1298.12,21.429,-1
34712,162,1300.48,13.636,-1
34713,162,1300.68,13.636,-1
34712,162,1301.76,16.667,-1
34713,162,1302.88,15,-1
34713,162,1305.16,13.636,-1
34711,162,1305.4,15,-1
34711,162,1308.32,15,-1
34713,162,1310.28,13.636,-1
34712,162,1312.36,18.75,-1
34711,162,1314.4,25,-1
34713,162,1316.84,16.667,-1
34712,162,1318.16,18.75,-1
34711,162,1318.68,15,-1
34713,162,1322.16,13.636,-1
34713,162,1325.24,12.5,-1
34711,162,1330.88,21.429,-1
34713,162,1333.92,13.636,-1
34711,162,1334.4,9.375,-1
34712,162,1334.6,25,-1
34711,162,1339.04,21.429,-1
34712,162,1339.28,21.429,-1
34713,162,1343.76,16.667,-1
34712,162,1345.36,12.5,-1
34711,162,1346,25,-1
34713,162,1346.56,18.75,-1
34713,162,1348.6,25,-1
34712,162,1348.96,16.667,-1
34712,162,1350.84,16.667,-1
34711,162,1351.28,25,-1
34713,162,1353.52,18.75,-1
34712,162,1354.76,21.429,-1
34713,162,1355.44,21.429,-1
34711,162,1355.64,21.429,-1
34711,162,1357.92,25,-1
34713,162,1358.56,21.429,-1
34713,162,1360.08,16.667,-1
34712,162,1364.76,25,-1
34713,162,1366.12,16.667,-1
34712,162,1366.48,21.429,-1
34712,162,1367.44,18.75,-1
34712,162,1368.52,21.429,-1
34713,162,1369.72,25,-1
34711,162,1370.48,18.75,-1
34712,162,1374.04,25,-1
34711,162,1375.88,15,-1
34713,162,1377.56,15,-1
34712,162,1379.76,18.75,-1
34711,162,1380.28,16.667,-1
34713,162,1380.56,11.538,-1
34712,162,1380.84,13.636,-1
34713,162,1382.8,15,-1
34711,162,1384.48,11.538,-1
34713,162,1385.72,11.538,-1
34712,162,1386.44,15,-1
34712,162,1387.16,15,-1
34711,162,1387.8,18.75,-1
34713,162,1390,15,-1
34712,162,1390.28,16.667,-1
34711,162,1391.12,16.667,-1
34711,162,1392.32,21.429,-1
34712,162,1392.56,18.75,-1
34713,162,1393.12,12.5,-1
34712,162,1393.44,21.429,-1
34712,162,1397.04,11.538,-1
34713,162,1397.88,15,-1
34711,162,1398.6,21.429,-1
34711,162,1399.24,25,-1
34713,162,1399.4,10.714,-1
34712,162,1400.12,18.75,-1
34713,162,1402.04,15,-1
34713,162,1402.92,15,-1
34712,162,1403.12,15,-1
34711,162,1403.4,18.75,-1
34711,162,1405.32,10,-1
34713,162,1405.52,10.714,-1
34712,162,1405.84,15,-1
34711,162,1407.72,15,-1
34713,162,1408.48,21.429,-1
34713,162,1410.6,25,-1
34712,162,1410.88,11.538,-1
34712,162,1411.84,10,-1
34711,162,1411.88,30,-1
34713,162,1411.92,16.667,-1
34712,162,1416.84,25,-1
34711,162,1417.44,25,-1
34712,162,1418.2,12.5,-1
34712,162,1419.76,10.714,-1
34711,162,1421.16,13.636,-1
34713,162,1421.8,16.667,-1
34711,162,1424,16.667,-1
34712,162,1424.24,16.667,-1
34711,162,1426.16,12.5,-1
34713,162,1426.48,21.429,-1
34713,162,1432.72,15,-1
34712,162,1434.4,13.636,-1
34712,162,1438.44,25,-1
34712,162,1441.28,15,-1
34712,162,1441.96,12.5,-1
34713,162,1442.04,30,-1
34713,162,1445.8,25,-1
34712,162,1448.56,37.5,-1
34713,162,1448.72,37.5,-1
34712,162,1453.24,18.75,-1
34711,162,1455.4,18.75,-1
34713,162,1459.08,15,-1
34713,162,1461.48,21.429,-1
34712,162,1462.8,18.75,-1
34711,162,1463.32,10.714,-1
34713,162,1463.44,37.5,-1
34711,162,1464.88,13.636,-1
34712,162,1470.72,16.667,-1
34712,162,1473.16,16.667,-1
34713,162,1475.56,50,-1
34713,162,1478.36,15,-1
34712,162,1478.88,13.636,-1
34713,162,1482,16.667,-1
34712,162,1482.44,18.75,-1
34711,162,1483.44,21.429,-1
34711,162,1485.12,25,-1
34711,162,1486.16,37.5,-1
34713,162,1486.32,18.75,-1
34712,162,1487.56,18.75,-1
34712,162,1488.92,18.75,-1
34713,162,1489.44,18.75,-1
34712,162,1491.08,21.429,-1
34712,162,1496.56,25,-1
34713,162,1496.76,21.429,-1
34713,162,1498.88,15,-1
34712,162,1500.12,15,-1
34713,162,1502.48,16.667,-1
34712,162,1503.12,21.429,-1
34713,162,1505.68,12.5,-1
34711,162,1506.4,21.429,-1
34713,162,1508.32,15,-1
34711,162,1508.56,11.538,-1
34712,162,1508.72,30,-1
34713,162,1509.64,11.538,-1
34712,162,1509.92,16.667,-1
34711,162,1510.92,13.636,-1
34712,162,1511.68,16.667,-1
34712,162,1512.68,11.538,-1
34712,162,1514.08,12.5,-1
34711,162,1514.6,13.636,-1
34711,162,1516.8,16.667,-1
34713,162,1517.2,12.5,-1
34712,162,1519.6,12.5,-1
34713,162,1520.68,16.667,-1
34712,162,1521.08,30,-1
34711,162,1521.96,21.429,-1
34713,162,1523.36,16.667,-1
34711,162,1523.56,16.667,-1
34712,162,1524.2,16.667,-1
34713,162,1525.04,12.5,-1
34712,162,1525.84,16.667,-1
34712,162,1527.32,16.667,-1
34711,162,1527.36,16.667,-1
34712,162,1531.44,18.75,-1
34713,162,1531.8,12.5,-1
34712,162,1532.64,16.667,-1
34712,162,1534.8,21.429,-1
34712,162,1537.12,21.429,-1
34713,162,1537.8,25,-1
34712,162,1539.44,15,-1
34712,162,1547.28,21.429,-1
34712,162,1549.6,25,-1
34712,162,1552.6,25,-1
34713,162,1552.76,18.75,-1
34712,162,1555,21.429,-1
34713,162,1556.04,16.667,-1
34713,162,1559.04,16.667,-1
34711,162,1559.48,21.429,-1
34712,162,1560.32,21.429,-1
34713,162,1562.28,21.429,-1
34712,162,1563.68,21.429,-1
34711,162,1564.84,18.75,-1
34713,162,1569.16,16.667,-1
34712,162,1569.8,13.636,-1
34713,162,1572.56,25,-1
34711,162,1572.8,25,-1
34712,162,1573.12,30,-1
34711,162,1574.4,25,-1
34713,162,1574.96,25,-1
34711,162,1577.6,21.429,-1
34712,162,1577.88,30,-1
34713,162,1580.76,25,-1
34712,162,1581.56,12.5,-1
34711,162,1583.68,18.75,-1
34713,162,1585.24,18.75,-1
34712,162,1586,18.75,-1
34711,162,1587.68,16.667,-1
34712,162,1588.84,16.667,-1
