17,67703,247.1612378,1
18,67703,245.4612378,2
18,67701,247.1612378,2
19,67703,243.7612378,2
19,67701,245.4612378,2
20,67703,242.0612378,2
20,67701,243.7612378,2
21,67703,240.3612378,2
21,67701,242.0612378,2
22,67703,238.6612378,3
22,67701,240.3612378,3
22,67703,247.1619908,3
23,67703,236.9612378,3
23,67701,238.6612378,3
23,67703,245.4627449,3
24,67703,235.2612378,3
24,67701,236.9612378,3
24,67703,243.7635002,3
25,67703,233.5612378,3
25,67701,235.2612378,3
25,67703,242.0642567,3
26,67703,231.8612378,3
26,67701,233.5612378,3
26,67703,240.3650143,3
27,67703,230.1612378,3
27,67701,231.8612378,3
27,67703,238.6657731,3
28,67703,228.4612378,3
28,67701,230.1612378,3
28,67703,236.9665331,3
29,67703,226.7612378,3
29,67701,228.4612378,3
29,67703,235.2672943,3
30,67703,225.0612378,3
30,67701,226.7612378,3
30,67703,233.5680566,3
31,67703,223.3612378,3
31,67701,225.0612378,3
31,67703,231.8688201,3
32,67703,221.6612378,3
32,67701,223.3612378,3
32,67703,230.1695849,3
33,67703,219.9612378,3
33,67701,221.6612378,3
33,67703,228.4703508,3
34,67703,218.2612378,3
34,67701,219.9612378,3
34,67703,226.7711179,3
35,67703,216.5612378,3
35,67701,218.2612378,3
35,67703,225.0718862,3
36,67703,214.8612378,3
36,67701,216.5612378,3
36,67703,223.3726557,3
37,67703,213.1612378,3
37,67701,214.8612378,3
37,67703,221.6734264,3
38,67703,211.4612378,3
38,67701,213.1612378,3
38,67703,219.9741983,3
39,67703,209.7612378,3
39,67701,211.4612378,3
39,67703,218.2749715,3
40,67703,208.0612378,3
40,67701,209.7612378,3
40,67703,216.5757458,3
41,67703,206.3612378,4
41,67701,208.0612378,4
41,67703,214.8765214,4
41,67701,245.5279045,4
42,67703,204.6612378,4
42,67701,206.3612378,4
42,67703,213.1772981,4
42,67701,242.1945711,4
43,67703,202.9612378,4
43,67701,204.6612378,4
43,67703,211.4780761,4
43,67701,238.8612378,4
44,67703,201.2612378,4
44,67701,202.9612378,4
44,67703,209.7788553,4
44,67701,235.5279045,4
45,67703,199.5612378,4
45,67701,201.2612378,4
45,67703,208.0796358,4
45,67701,232.1945711,4
46,67703,197.8612378,4
46,67701,199.5612378,4
46,67703,206.3804174,4
46,67701,228.8612378,4
47,67703,196.1612378,4
47,67701,197.8612378,4
47,67703,204.6812003,4
47,67701,227.1620046,4
48,67703,194.4612378,4
48,67701,196.1612378,4
48,67703,202.9819845,4
48,67701,225.4627727,4
49,67703,192.7612378,5
49,67701,194.4612378,5
49,67703,201.2827698,5
49,67701,223.7635419,5
49,67703,245.5279045,5
50,67703,191.0612378,5
50,67701,192.7612378,5
50,67703,199.5835565,5
50,67701,222.0643123,5
50,67703,242.1945711,5
51,67703,189.3612378,5
51,67701,191.0612378,5
51,67703,197.8843443,5
51,67701,220.365084,5
51,67703,238.8612378,5
52,67703,187.6612378,5
52,67701,189.3612378,5
52,67703,196.1851334,5
52,67701,218.6658568,5
52,67703,235.5279045,5
53,67703,185.9612378,5
53,67701,187.6612378,5
53,67703,194.4859238,5
53,67701,216.9666309,5
53,67703,232.1945711,5
54,67703,184.2612378,5
54,67701,185.9612378,5
54,67703,192.7867154,5
54,67701,215.2674061,5
54,67703,228.8612378,5
55,67703,182.5612378,5
55,67701,184.2612378,5
55,67703,191.0875083,5
55,67701,213.5681826,5
55,67703,225.5279045,5
56,67703,180.8612378,5
56,67701,182.5612378,5
56,67703,189.3883024,5
56,67701,211.8689603,5
56,67703,222.1945711,5
57,67703,179.1612378,5
57,67701,180.8612378,5
57,67703,187.6890978,5
57,67701,210.1697393,5
57,67703,218.8612378,5
58,67703,177.4612378,5
58,67701,179.1612378,5
58,67703,185.9898945,5
58,67701,208.4705194,5
58,67703,215.5279045,5
59,67703,175.7612378,5
59,67701,177.4612378,5
59,67703,184.2902553,5
59,67701,206.7713008,5
59,67703,213.8295148,5
60,67703,174.0612378,5
60,67701,175.7612378,5
60,67703,182.5906166,5
60,67701,205.0720834,5
60,67703,212.1311276,5
61,67703,172.3612378,5
61,67701,174.0612378,5
61,67703,180.8909785,5
61,67701,203.3728673,5
61,67703,210.432743,5
62,67703,170.6612378,5
62,67701,172.3612378,5
62,67703,179.191341,5
62,67701,201.6736524,5
62,67703,208.7343609,5
63,67703,168.9612378,5
63,67701,170.6612378,5
63,67703,177.4917041,5
63,67701,199.9744387,5
63,67703,207.0359814,5
64,67703,167.2612378,5
64,67701,168.9612378,5
64,67703,175.7920677,5
64,67701,198.2752263,5
64,67703,205.3376044,5
65,67703,165.5612378,5
65,67701,167.2612378,5
65,67703,174.0924319,5
65,67701,196.5760151,5
65,67703,203.6392299,5
66,67703,163.8612378,5
66,67701,165.5612378,5
66,67703,172.3927967,5
66,67701,194.8768052,5
66,67703,201.9408581,5
67,67703,162.1612378,5
67,67701,163.8612378,5
67,67703,170.693162,5
67,67701,193.1775965,5
67,67703,200.2424888,5
68,67703,160.4612378,6
68,67701,162.1612378,6
68,67703,168.993528,6
68,67701,191.4783891,6
68,67703,198.5441221,6
68,67701,245.5279045,6
69,67703,158.7612378,6
69,67701,160.4612378,6
69,67703,167.2938945,6
69,67701,189.7791829,6
69,67703,196.8457579,6
69,67701,242.1945711,6
70,67703,157.0612378,6
70,67701,158.7612378,6
70,67703,165.5942616,6
70,67701,188.079978,6
70,67703,195.1473964,6
70,67701,238.8612378,6
71,67703,155.3612378,6
71,67701,157.0612378,6
71,67703,163.8946292,6
71,67701,186.3807744,6
71,67703,193.4490375,6
71,67701,235.5279045,6
72,67703,153.6612378,6
72,67701,155.3612378,6
72,67703,162.1949975,6
72,67701,184.6815721,6
72,67703,191.7506811,6
72,67701,232.1945711,6
73,67703,151.9612378,6
73,67701,153.6612378,6
73,67703,160.4953663,6
73,67701,182.982371,6
73,67703,190.0523274,6
73,67701,228.8612378,6
74,67703,150.2612378,6
74,67701,151.9612378,6
74,67703,158.7957358,6
74,67701,181.2831712,6
74,67703,188.3539763,6
74,67701,225.5279045,6
75,67703,148.5612378,6
75,67701,150.2612378,6
75,67703,157.0961058,6
75,67701,179.5839726,6
75,67703,186.6556278,6
75,67701,222.1945711,6
76,67703,146.8612378,6
76,67701,148.5612378,6
76,67703,155.3964764,6
76,67701,177.8847754,6
76,67703,184.9572819,6
76,67701,218.8612378,6
77,67703,145.1612378,6
77,67701,146.8612378,6
77,67703,153.6968476,6
77,67701,176.1855794,6
77,67703,183.2589387,6
77,67701,215.5279045,6
78,67703,143.4612378,6
78,67701,145.1612378,6
78,67703,151.9972193,6
78,67701,174.4863847,6
78,67703,181.5605981,6
78,67701,212.1945711,6
79,67703,141.7612378,6
79,67701,143.4612378,6
79,67703,150.2975917,6
79,67701,172.7871913,6
79,67703,179.8622602,6
79,67701,208.8612378,6
80,67703,140.0612378,6
80,67701,141.7612378,6
80,67703,148.5979647,6
80,67701,171.0879992,6
80,67703,178.1639249,6
80,67701,205.5279045,6
81,67703,138.3612378,6
81,67701,140.0612378,6
81,67703,146.8983383,6
81,67701,169.3888084,6
81,67703,176.4655923,6
81,67701,202.1945711,6
82,67703,136.6612378,7
82,67701,138.3612378,7
82,67703,145.1987124,7
82,67701,167.689619,7
82,67703,174.7672623,7
82,67701,198.8612378,7
82,67701,245.5279045,7
83,67703,134.9612378,7
83,67701,136.6612378,7
83,67703,143.4990872,7
83,67701,165.9904308,7
83,67703,173.0689351,7
83,67701,195.5279045,7
83,67701,242.1945711,7
84,67703,133.2612378,8
84,67701,134.9612378,8
84,67703,141.7994626,8
84,67701,164.2912481,8
84,67703,171.3706105,8
84,67701,193.8295449,8
84,67701,238.8612378,8
84,67703,245.5279045,8
85,67703,131.5612378,8
85,67701,133.2612378,8
85,67703,140.0998385,8
85,67701,162.5920667,8
85,67703,169.6722886,8
85,67701,192.131188,8
85,67701,235.5279045,8
85,67703,242.1945711,8
86,67703,129.8612378,8
86,67701,131.5612378,8
86,67703,138.4002151,8
86,67701,160.8928867,8
86,67703,167.9739694,8
86,67701,190.4328337,8
86,67701,232.1945711,8
86,67703,238.8612378,8
87,67703,128.1612378,8
87,67701,129.8612378,8
87,67703,136.7005923,8
87,67701,159.1937079,8
87,67703,166.2756529,8
